ensembl,pathways
ENSP00000431287,unknown
ENSP00000237889,['hsa00190']
ENSP00000312618,unknown
ENSP00000356202,unknown
ENSP00000367346,unknown
ENSP00000358272,unknown
ENSP00000260361,unknown
ENSP00000002165,['hsa00511']
ENSP00000225275,"['hsa00983', 'hsa04145']"
ENSP00000327801,['hsa04141']
ENSP00000216124,"['hsa00600', 'hsa04142']"
ENSP00000389810,unknown
ENSP00000221515,unknown
ENSP00000166139,unknown
ENSP00000385385,['hsa04141']
ENSP00000347872,unknown
ENSP00000264595,"['hsa00511', 'hsa04142']"
ENSP00000382731,['hsa00230']
ENSP00000439601,unknown
ENSP00000265131,"['hsa04151', 'hsa04510', 'hsa04512']"
ENSP00000379138,['hsa04390']
ENSP00000369538,unknown
ENSP00000264613,"['hsa00860', 'hsa04216']"
ENSP00000372313,unknown
ENSP00000349446,"['hsa00220', 'hsa00330']"
ENSP00000466090,unknown
ENSP00000438248,unknown
ENSP00000159087,unknown
ENSP00000395473,"['hsa00511', 'hsa04142']"
ENSP00000370088,unknown
ENSP00000268150,unknown
ENSP00000331831,unknown
ENSP00000361112,unknown
ENSP00000302886,unknown
ENSP00000368244,unknown
ENSP00000354468,['hsa00520']
ENSP00000399229,unknown
ENSP00000401508,['hsa00760']
ENSP00000356575,unknown
ENSP00000399700,unknown
ENSP00000054950,unknown
ENSP00000322323,unknown
ENSP00000307046,['hsa04514']
ENSP00000426455,unknown
ENSP00000381448,unknown
ENSP00000394842,unknown
ENSP00000220478,unknown
ENSP00000476145,unknown
ENSP00000260130,unknown
ENSP00000265087,unknown
ENSP00000378217,"['hsa04062', 'hsa04621', 'hsa04625', 'hsa04666', 'hsa04912', 'hsa04915']"
ENSP00000249330,unknown
ENSP00000325527,['hsa04350']
ENSP00000296350,unknown
ENSP00000416984,unknown
ENSP00000295633,unknown
ENSP00000313809,unknown
ENSP00000168148,unknown
ENSP00000378725,unknown
ENSP00000416066,['hsa04610']
ENSP00000387310,['hsa04310']
ENSP00000245907,"['hsa04080', 'hsa04145', 'hsa04610']"
ENSP00000252825,['hsa04020']
ENSP00000280258,unknown
ENSP00000269593,unknown
ENSP00000309474,['hsa03050']
ENSP00000342026,unknown
ENSP00000258341,"['hsa04151', 'hsa04510', 'hsa04512']"
ENSP00000346032,unknown
ENSP00000233997,unknown
ENSP00000295897,['hsa04918']
ENSP00000417185,unknown
ENSP00000245451,"['hsa04060', 'hsa04350', 'hsa04390', 'hsa04550', 'hsa04919']"
ENSP00000351190,unknown
ENSP00000356969,['hsa03320']
ENSP00000451112,['hsa04142']
ENSP00000445002,['hsa03320']
ENSP00000468308,unknown
ENSP00000361883,unknown
ENSP00000233712,unknown
ENSP00000261267,unknown
ENSP00000359540,unknown
ENSP00000379383,unknown
ENSP00000252486,unknown
ENSP00000233813,unknown
ENSP00000264914,"['hsa00531', 'hsa04142']"
ENSP00000345096,"['hsa00230', 'hsa00983']"
ENSP00000340900,unknown
ENSP00000275525,unknown
ENSP00000286788,unknown
ENSP00000260118,['hsa00790']
ENSP00000304133,unknown
ENSP00000295666,unknown
ENSP00000347933,unknown
ENSP00000356671,['hsa04610']
ENSP00000308938,"['hsa04080', 'hsa04610']"
ENSP00000207549,unknown
ENSP00000265023,"['hsa04022', 'hsa04071', 'hsa04080', 'hsa04610']"
ENSP00000237837,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04151', 'hsa04928']"
ENSP00000247470,"['hsa04217', 'hsa04621', 'hsa04623', 'hsa04625']"
ENSP00000346931,unknown
ENSP00000368920,unknown
ENSP00000378517,"['hsa04151', 'hsa04371', 'hsa04510', 'hsa04512', 'hsa04620', 'hsa04929']"
ENSP00000377836,unknown
ENSP00000383894,unknown
ENSP00000261994,unknown
ENSP00000264968,"['hsa00510', 'hsa00513']"
ENSP00000341289,"['hsa04145', 'hsa04540']"
ENSP00000351777,['hsa04141']
ENSP00000340935,['hsa04512']
ENSP00000314733,['hsa04620']
ENSP00000369346,unknown
ENSP00000236850,['hsa03320']
ENSP00000345341,['hsa00590']
ENSP00000466134,['hsa04141']
ENSP00000269141,['hsa04514']
ENSP00000303208,unknown
ENSP00000261416,"['hsa00511', 'hsa00513', 'hsa00520', 'hsa00531', 'hsa00603', 'hsa00604', 'hsa04142']"
ENSP00000234071,['hsa04610']
ENSP00000385923,unknown
ENSP00000287916,unknown
ENSP00000306920,"['hsa00052', 'hsa00511', 'hsa00531', 'hsa00600', 'hsa00604', 'hsa04142']"
ENSP00000005286,unknown
ENSP00000364635,unknown
ENSP00000299300,unknown
ENSP00000356771,['hsa04610']
ENSP00000310241,unknown
ENSP00000337088,unknown
ENSP00000360635,unknown
ENSP00000357123,unknown
ENSP00000302783,unknown
ENSP00000396688,['hsa04610']
ENSP00000349687,['hsa04142']
ENSP00000344223,['hsa04141']
ENSP00000215727,['hsa04610']
ENSP00000341013,unknown
ENSP00000288078,unknown
ENSP00000370473,"['hsa04115', 'hsa04218']"
ENSP00000216962,"['hsa00500', 'hsa04217', 'hsa04910', 'hsa04922']"
ENSP00000367265,['hsa04141']
ENSP00000468767,"['hsa00740', 'hsa04142']"
ENSP00000339001,"['hsa04145', 'hsa04145', 'hsa04540', 'hsa04540']"
ENSP00000394936,unknown
ENSP00000475750,unknown
ENSP00000363603,"['hsa00511', 'hsa04142']"
ENSP00000366525,"['hsa04216', 'hsa04217']"
ENSP00000227266,"['hsa04142', 'hsa04210']"
ENSP00000414856,unknown
ENSP00000260408,unknown
ENSP00000237275,unknown
ENSP00000385675,"['hsa04060', 'hsa04061', 'hsa04066', 'hsa04068', 'hsa04151', 'hsa04218', 'hsa04620', 'hsa04621', 'hsa04623', 'hsa04625', 'hsa04630', 'hsa04640', 'hsa04657', 'hsa04659', 'hsa04668', 'hsa04672']"
ENSP00000262865,unknown
ENSP00000268097,"['hsa00511', 'hsa00513', 'hsa00520', 'hsa00531', 'hsa00603', 'hsa00604', 'hsa04142']"
ENSP00000356574,unknown
ENSP00000283752,unknown
ENSP00000263574,unknown
ENSP00000357712,['hsa04657']
ENSP00000261942,unknown
ENSP00000222399,"['hsa04151', 'hsa04510', 'hsa04512']"
ENSP00000327513,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04060', 'hsa04061', 'hsa04151', 'hsa04640', 'hsa04668']"
ENSP00000324248,['hsa04080']
ENSP00000296444,['hsa04115']
ENSP00000337701,"['hsa00561', 'hsa04923']"
ENSP00000473631,['hsa04141']
ENSP00000265077,['hsa04514']
ENSP00000386043,['hsa04350']
ENSP00000398736,unknown
ENSP00000234347,unknown
ENSP00000218388,['hsa04066']
ENSP00000215909,unknown
ENSP00000253792,['hsa00020']
ENSP00000357791,unknown
ENSP00000385028,unknown
ENSP00000393887,unknown
ENSP00000373364,unknown
ENSP00000361562,"['hsa04142', 'hsa04614']"
ENSP00000226760,['hsa04141']
ENSP00000302324,unknown
ENSP00000388325,"['hsa04151', 'hsa04510', 'hsa04512']"
ENSP00000303276,unknown
ENSP00000361650,unknown
ENSP00000351206,unknown
ENSP00000336829,"['hsa04610', 'hsa04611']"
ENSP00000306361,"['hsa04610', 'hsa04611']"
ENSP00000438399,"['hsa04144', 'hsa04144']"
ENSP00000346839,unknown
ENSP00000485444,unknown
ENSP00000216336,"['hsa04080', 'hsa04142', 'hsa04614']"
ENSP00000170150,unknown
ENSP00000252677,"['hsa04060', 'hsa04913']"
ENSP00000053867,unknown
ENSP00000295641,unknown
ENSP00000297258,['hsa03320']
ENSP00000317674,unknown
ENSP00000268695,"['hsa00531', 'hsa04142']"
ENSP00000371193,unknown
ENSP00000237014,['hsa04918']
ENSP00000002596,['hsa00534']
ENSP00000484640,unknown
ENSP00000359581,['hsa00534']
ENSP00000379377,['hsa00512']
ENSP00000414350,unknown
ENSP00000356433,['hsa00532']
ENSP00000379032,['hsa00534']
ENSP00000356297,unknown
ENSP00000366246,unknown
ENSP00000259241,['hsa00534']
ENSP00000357103,unknown
ENSP00000363827,['hsa04512']
ENSP00000370542,"['hsa04512', 'hsa04514']"
ENSP00000465500,"['hsa04060', 'hsa04064', 'hsa04917']"
ENSP00000220562,['hsa00534']
ENSP00000367446,['hsa00534']
ENSP00000378803,unknown
ENSP00000368678,['hsa04512']
ENSP00000317404,['hsa00532']
ENSP00000292377,unknown
ENSP00000365895,['hsa00534']
ENSP00000317027,['hsa00512']
ENSP00000366267,unknown
ENSP00000254051,unknown
ENSP00000264039,unknown
ENSP00000353007,unknown
ENSP00000368917,['hsa00601']
ENSP00000321874,['hsa00601']
ENSP00000359579,['hsa00534']
ENSP00000260128,unknown
ENSP00000344468,['hsa04514']
ENSP00000328551,unknown
ENSP00000296255,"['hsa00510', 'hsa00513', 'hsa04141']"
ENSP00000429473,unknown
ENSP00000407193,['hsa04142']
ENSP00000359132,['hsa00534']
ENSP00000415454,['hsa00512']
ENSP00000264025,"['hsa04514', 'hsa04520']"
ENSP00000361818,"['hsa04512', 'hsa04514']"
ENSP00000261858,['hsa00534']
ENSP00000236709,unknown
ENSP00000359864,['hsa04310']
ENSP00000481912,['hsa00532']
ENSP00000002829,unknown
ENSP00000173229,unknown
ENSP00000480043,unknown
ENSP00000409171,unknown
ENSP00000204961,unknown
ENSP00000337838,unknown
ENSP00000481994,unknown
ENSP00000374309,"['hsa04151', 'hsa04510', 'hsa04512']"
ENSP00000263923,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04151', 'hsa04370', 'hsa04510']"
ENSP00000258526,unknown
ENSP00000226091,unknown
ENSP00000351338,unknown
ENSP00000420321,unknown
ENSP00000376753,unknown
ENSP00000350896,unknown
ENSP00000261769,"['hsa04015', 'hsa04371', 'hsa04390', 'hsa04514', 'hsa04520']"
ENSP00000358309,unknown
ENSP00000362139,unknown
ENSP00000417335,unknown
ENSP00000166244,unknown
ENSP00000317272,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04151', 'hsa04510', 'hsa04520']"
ENSP00000357393,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04151']"
ENSP00000337451,unknown
ENSP00000275815,unknown
ENSP00000266058,unknown
ENSP00000234091,"['hsa04350', 'hsa04390', 'hsa04550']"
ENSP00000352882,unknown
ENSP00000317128,unknown
ENSP00000296474,unknown
ENSP00000358696,unknown
ENSP00000357392,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04151']"
ENSP00000215368,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04151']"
ENSP00000480763,unknown
ENSP00000442736,unknown
ENSP00000247271,unknown
ENSP00000381097,unknown
ENSP00000332118,unknown
ENSP00000414303,"['hsa04010', 'hsa04014', 'hsa04024', 'hsa04151']"
ENSP00000363763,unknown
ENSP00000281821,unknown
ENSP00000332164,unknown
ENSP00000377061,unknown
ENSP00000422591,unknown
ENSP00000265371,unknown
ENSP00000356000,unknown
ENSP00000478570,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04066', 'hsa04151', 'hsa04370', 'hsa04510', 'hsa04926']"
ENSP00000374323,unknown
ENSP00000328777,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04151']"
ENSP00000351209,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04151']"
ENSP00000245323,unknown
ENSP00000353582,unknown
ENSP00000414378,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04151']"
ENSP00000363993,['hsa03050']
ENSP00000310572,['hsa03050']
ENSP00000419378,unknown
ENSP00000365714,unknown
ENSP00000230085,['hsa04144']
ENSP00000347742,unknown
ENSP00000243253,"['hsa03060', 'hsa04141', 'hsa04145']"
ENSP00000253255,unknown
ENSP00000386029,['hsa04080']
ENSP00000391211,['hsa03050']
ENSP00000359729,unknown
ENSP00000332413,unknown
ENSP00000481321,unknown
ENSP00000355627,"['hsa04072', 'hsa04080', 'hsa04614', 'hsa04924', 'hsa04925', 'hsa04927']"
ENSP00000269202,unknown
ENSP00000261712,['hsa03050']
ENSP00000372155,"['hsa03050', 'hsa04612']"
ENSP00000410732,['hsa04080']
ENSP00000222812,"['hsa04130', 'hsa04911']"
ENSP00000264318,['hsa04080']
ENSP00000234160,unknown
ENSP00000370213,unknown
ENSP00000233969,unknown
ENSP00000357879,['hsa03050']
ENSP00000261514,unknown
ENSP00000290541,['hsa03050']
ENSP00000358994,unknown
ENSP00000254101,"['hsa04068', 'hsa04152', 'hsa04371', 'hsa04530', 'hsa04910', 'hsa04920', 'hsa04921', 'hsa04922']"
ENSP00000263341,"['hsa04010', 'hsa04060', 'hsa04064', 'hsa04217', 'hsa04620', 'hsa04621', 'hsa04623', 'hsa04625', 'hsa04640', 'hsa04657', 'hsa04659', 'hsa04668']"
ENSP00000238738,['hsa04910']
ENSP00000308720,['hsa04080']
ENSP00000365116,unknown
ENSP00000354923,unknown
ENSP00000229135,"['hsa03050', 'hsa04060', 'hsa04066', 'hsa04217', 'hsa04350', 'hsa04612', 'hsa04630', 'hsa04650', 'hsa04657', 'hsa04658', 'hsa04659', 'hsa04660']"
ENSP00000306330,"['hsa04110', 'hsa04114', 'hsa04151', 'hsa04390']"
ENSP00000386212,['hsa03050']
ENSP00000417498,unknown
ENSP00000345873,unknown
ENSP00000261479,['hsa03050']
ENSP00000262193,['hsa03050']
ENSP00000262982,unknown
ENSP00000157812,['hsa03050']
ENSP00000448310,unknown
ENSP00000379822,unknown
ENSP00000364831,unknown
ENSP00000361281,unknown
ENSP00000376475,['hsa04910']
ENSP00000258796,unknown
ENSP00000293599,unknown
ENSP00000274545,['hsa04080']
ENSP00000418695,['hsa03050']
ENSP00000249647,"['hsa04130', 'hsa04611']"
ENSP00000265333,"['hsa04020', 'hsa04022', 'hsa04217', 'hsa04218', 'hsa04621']"
ENSP00000392330,['hsa04141']
ENSP00000265563,['hsa04910']
ENSP00000290649,['hsa04141']
ENSP00000414359,['hsa03050']
ENSP00000265717,['hsa04910']
ENSP00000237612,['hsa02010']
ENSP00000405812,unknown
ENSP00000259457,['hsa03050']
ENSP00000408695,"['hsa04010', 'hsa04012', 'hsa04014', 'hsa04015', 'hsa04020', 'hsa04066', 'hsa04070', 'hsa04071', 'hsa04072', 'hsa04150', 'hsa04151', 'hsa04310', 'hsa04370', 'hsa04510', 'hsa04540', 'hsa04650', 'hsa04664', 'hsa04666', 'hsa04670', 'hsa04911', 'hsa04912', 'hsa04916', 'hsa04918', 'hsa04919', 'hsa04921', 'hsa04925', 'hsa04926', 'hsa04928', 'hsa04929']"
ENSP00000320508,['hsa04141']
ENSP00000185206,unknown
ENSP00000369127,['hsa04141']
ENSP00000356042,"['hsa04530', 'hsa04670']"
ENSP00000384211,['hsa03050']
ENSP00000274547,['hsa04080']
ENSP00000358866,"['hsa04010', 'hsa04510']"
ENSP00000397133,"['hsa04068', 'hsa04152', 'hsa04371', 'hsa04530', 'hsa04910', 'hsa04920', 'hsa04921', 'hsa04922']"
ENSP00000393392,unknown
ENSP00000469332,unknown
ENSP00000399709,unknown
ENSP00000346148,"['hsa04068', 'hsa04150', 'hsa04151', 'hsa04152', 'hsa04371', 'hsa04530', 'hsa04910', 'hsa04920', 'hsa04921', 'hsa04922']"
ENSP00000367848,['hsa04080']
ENSP00000410964,unknown
ENSP00000019103,['hsa04080']
ENSP00000290332,unknown
ENSP00000482259,unknown
ENSP00000263980,"['hsa04024', 'hsa04371', 'hsa04919']"
ENSP00000360718,unknown
ENSP00000295736,unknown
ENSP00000219919,unknown
ENSP00000401802,['hsa03050']
ENSP00000457411,unknown
ENSP00000327145,"['hsa04010', 'hsa04510']"
ENSP00000443256,"['hsa04015', 'hsa04072', 'hsa04080', 'hsa04151']"
ENSP00000259512,['hsa04141']
ENSP00000409544,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000309591,"['hsa04010', 'hsa04014', 'hsa04020', 'hsa04024', 'hsa04062', 'hsa04114', 'hsa04310', 'hsa04340', 'hsa04371', 'hsa04530', 'hsa04540', 'hsa04611', 'hsa04910', 'hsa04911', 'hsa04912', 'hsa04913', 'hsa04914', 'hsa04915', 'hsa04916', 'hsa04918', 'hsa04919', 'hsa04921', 'hsa04922', 'hsa04923', 'hsa04924', 'hsa04925', 'hsa04926', 'hsa04927', 'hsa04928']"
ENSP00000311121,['hsa03050']
ENSP00000430100,['hsa04080']
ENSP00000297293,unknown
ENSP00000364235,['hsa04141']
ENSP00000353508,unknown
ENSP00000347454,unknown
ENSP00000359337,['hsa04080']
ENSP00000417638,unknown
ENSP00000245539,['hsa03010']
ENSP00000286808,"['hsa04514', 'hsa04530', 'hsa04670']"
ENSP00000300061,unknown
ENSP00000266088,unknown
ENSP00000331915,unknown
ENSP00000373487,['hsa04915']
ENSP00000449404,unknown
ENSP00000337060,"['hsa00230', 'hsa00240', 'hsa00983']"
ENSP00000223321,unknown
ENSP00000295454,['hsa04080']
ENSP00000345751,unknown
ENSP00000223026,['hsa00531']
ENSP00000393557,unknown
ENSP00000364907,"['hsa04064', 'hsa04072', 'hsa04151', 'hsa04611', 'hsa04625', 'hsa04650', 'hsa04662', 'hsa04664', 'hsa04666']"
ENSP00000377036,unknown
ENSP00000367879,unknown
ENSP00000485659,['hsa04657']
ENSP00000210313,unknown
ENSP00000265593,unknown
ENSP00000262613,"['hsa04530', 'hsa04928']"
ENSP00000287878,"['hsa04068', 'hsa04152', 'hsa04371', 'hsa04530', 'hsa04910', 'hsa04920', 'hsa04921', 'hsa04922']"
ENSP00000335592,['hsa04080']
ENSP00000262461,unknown
ENSP00000346643,"['hsa00010', 'hsa00051', 'hsa00052', 'hsa00500', 'hsa00520', 'hsa00524', 'hsa04066', 'hsa04910']"
ENSP00000356102,unknown
ENSP00000324173,"['hsa03060', 'hsa04141', 'hsa04612', 'hsa04918']"
ENSP00000366488,"['hsa04010', 'hsa04014', 'hsa04020', 'hsa04024', 'hsa04062', 'hsa04114', 'hsa04310', 'hsa04340', 'hsa04371', 'hsa04530', 'hsa04540', 'hsa04611', 'hsa04910', 'hsa04911', 'hsa04912', 'hsa04913', 'hsa04914', 'hsa04915', 'hsa04916', 'hsa04918', 'hsa04919', 'hsa04921', 'hsa04922', 'hsa04923', 'hsa04924', 'hsa04925', 'hsa04926', 'hsa04927', 'hsa04928']"
ENSP00000216455,['hsa03050']
ENSP00000384744,['hsa04141']
ENSP00000479113,['hsa04080']
ENSP00000351957,"['hsa00230', 'hsa04022', 'hsa04024', 'hsa04924']"
ENSP00000293362,"['hsa03050', 'hsa04612']"
ENSP00000362334,['hsa03050']
ENSP00000379140,"['hsa04060', 'hsa04061', 'hsa04062', 'hsa04064', 'hsa04670', 'hsa04672']"
ENSP00000345575,['hsa04141']
ENSP00000338039,['hsa03050']
ENSP00000217958,unknown
ENSP00000483688,unknown
ENSP00000411593,['hsa04080']
ENSP00000357484,unknown
ENSP00000387699,"['hsa04022', 'hsa04024', 'hsa04151', 'hsa04152', 'hsa04612', 'hsa04668', 'hsa04911', 'hsa04915', 'hsa04916', 'hsa04918', 'hsa04922', 'hsa04924', 'hsa04925', 'hsa04926', 'hsa04927', 'hsa04928']"
ENSP00000430269,"['hsa00590', 'hsa04146']"
ENSP00000302665,"['hsa04010', 'hsa04014', 'hsa04015', 'hsa04066', 'hsa04068', 'hsa04114', 'hsa04115', 'hsa04150', 'hsa04151', 'hsa04152', 'hsa04510', 'hsa04550', 'hsa04913', 'hsa04914']"
ENSP00000379287,"['hsa04110', 'hsa04114', 'hsa04151', 'hsa04390']"
ENSP00000420213,"['hsa04010', 'hsa04510']"
ENSP00000302234,"['hsa04060', 'hsa04061', 'hsa04062', 'hsa04657']"
ENSP00000361021,"['hsa00562', 'hsa04068', 'hsa04070', 'hsa04071', 'hsa04115', 'hsa04150', 'hsa04151', 'hsa04218', 'hsa04510']"
ENSP00000270586,['hsa03050']
ENSP00000481029,['hsa03050']
ENSP00000363500,unknown
ENSP00000394485,unknown
ENSP00000295452,['hsa04080']
ENSP00000376432,unknown
ENSP00000440485,unknown
ENSP00000478305,"['hsa00330', 'hsa00410']"
ENSP00000308541,"['hsa04072', 'hsa04080', 'hsa04610', 'hsa04611']"
ENSP00000215071,['hsa03050']
ENSP00000264639,['hsa03050']
ENSP00000323867,"['hsa04068', 'hsa04152', 'hsa04371', 'hsa04530', 'hsa04910', 'hsa04920', 'hsa04921', 'hsa04922']"
ENSP00000216802,"['hsa03050', 'hsa04612']"
ENSP00000348442,['hsa03050']
ENSP00000358857,unknown
ENSP00000351314,['hsa03050']
ENSP00000396937,['hsa03050']
ENSP00000271308,['hsa03050']
ENSP00000231449,"['hsa04060', 'hsa04151', 'hsa04630', 'hsa04640', 'hsa04657', 'hsa04658', 'hsa04659', 'hsa04660', 'hsa04664', 'hsa04672']"
ENSP00000219313,['hsa03050']
ENSP00000348453,unknown
ENSP00000320866,"['hsa04141', 'hsa04145', 'hsa04612']"
ENSP00000306512,"['hsa04060', 'hsa04061', 'hsa04062', 'hsa04064', 'hsa04072', 'hsa04218', 'hsa04620', 'hsa04621', 'hsa04622', 'hsa04657']"
ENSP00000334061,unknown
ENSP00000420514,['hsa04141']
ENSP00000349960,"['hsa04015', 'hsa04145', 'hsa04210', 'hsa04390', 'hsa04510', 'hsa04520', 'hsa04530', 'hsa04611', 'hsa04670', 'hsa04919', 'hsa04921']"
ENSP00000281537,"['hsa04520', 'hsa04530', 'hsa04540']"
ENSP00000353292,unknown
ENSP00000471536,unknown
ENSP00000308725,['hsa04080']
ENSP00000308236,unknown
ENSP00000339867,unknown
ENSP00000349493,unknown
ENSP00000386541,['hsa03050']
ENSP00000363089,"['hsa04064', 'hsa04066', 'hsa04145', 'hsa04151', 'hsa04217', 'hsa04620', 'hsa04621']"
ENSP00000261170,['hsa00230']
ENSP00000359719,"['hsa04010', 'hsa04014', 'hsa04020', 'hsa04024', 'hsa04062', 'hsa04114', 'hsa04310', 'hsa04340', 'hsa04371', 'hsa04530', 'hsa04540', 'hsa04611', 'hsa04910', 'hsa04911', 'hsa04912', 'hsa04913', 'hsa04914', 'hsa04915', 'hsa04916', 'hsa04918', 'hsa04919', 'hsa04921', 'hsa04922', 'hsa04923', 'hsa04924', 'hsa04925', 'hsa04926', 'hsa04927', 'hsa04928']"
ENSP00000248572,"['hsa04014', 'hsa04062', 'hsa04151', 'hsa04371', 'hsa04926']"
ENSP00000264938,unknown
ENSP00000393097,['hsa04080']
ENSP00000365042,"['hsa03008', 'hsa03008', 'hsa04064', 'hsa04064', 'hsa04310', 'hsa04310', 'hsa04520', 'hsa04520']"
ENSP00000358814,['hsa00270']
ENSP00000364016,['hsa03050']
ENSP00000359910,['hsa03050']
ENSP00000364935,unknown
ENSP00000309504,unknown
ENSP00000368683,"['hsa04024', 'hsa04066', 'hsa04080', 'hsa04668', 'hsa04916', 'hsa04924', 'hsa04926']"
ENSP00000421828,['hsa04080']
ENSP00000044462,['hsa03050']
ENSP00000419412,unknown
ENSP00000372023,"['hsa04110', 'hsa04115', 'hsa04218']"
ENSP00000446916,unknown
ENSP00000332771,unknown
ENSP00000265715,['hsa04918']
ENSP00000160373,unknown
ENSP00000286298,unknown
ENSP00000324804,"['hsa03015', 'hsa04071', 'hsa04114', 'hsa04151', 'hsa04152', 'hsa04350', 'hsa04390', 'hsa04530']"
ENSP00000412673,['hsa04080']
ENSP00000363092,"['hsa04022', 'hsa04540', 'hsa04611', 'hsa04923']"
ENSP00000445359,unknown
ENSP00000261303,['hsa03050']
ENSP00000306124,"['hsa04022', 'hsa04071', 'hsa04371', 'hsa04530', 'hsa04666', 'hsa04925']"
ENSP00000354721,unknown
ENSP00000262888,"['hsa04911', 'hsa04929']"
ENSP00000274093,['hsa04080']
ENSP00000218075,['hsa04080']
ENSP00000264428,['hsa04080']
ENSP00000359353,['hsa04080']
ENSP00000409126,unknown
ENSP00000176195,['hsa04080']
ENSP00000378920,unknown
ENSP00000265074,unknown
ENSP00000354111,['hsa04141']
ENSP00000424827,"['hsa04120', 'hsa04144', 'hsa04530']"
ENSP00000158771,['hsa04141']
ENSP00000365256,unknown
ENSP00000441197,unknown
ENSP00000481878,"['hsa04014', 'hsa04062', 'hsa04151', 'hsa04371', 'hsa04926']"
ENSP00000310129,['hsa03050']
ENSP00000155840,unknown
ENSP00000385749,['hsa04910']
ENSP00000296695,unknown
ENSP00000311165,['hsa04924']
ENSP00000349456,unknown
ENSP00000276461,unknown
ENSP00000355325,['hsa03050']
ENSP00000406191,['hsa04218']
ENSP00000361700,unknown
ENSP00000269346,unknown
ENSP00000310305,['hsa04080']
ENSP00000229328,"['hsa04068', 'hsa04152', 'hsa04371', 'hsa04530', 'hsa04910', 'hsa04920', 'hsa04921', 'hsa04922']"
ENSP00000400341,unknown
ENSP00000358460,unknown
ENSP00000481021,"['hsa03050', 'hsa03050', 'hsa03440', 'hsa03440']"
ENSP00000264399,"['hsa04022', 'hsa04540', 'hsa04611', 'hsa04923', 'hsa04924']"
ENSP00000360290,"['hsa04068', 'hsa04150', 'hsa04151', 'hsa04152', 'hsa04371', 'hsa04530', 'hsa04910', 'hsa04920', 'hsa04921', 'hsa04922']"
ENSP00000408005,unknown
ENSP00000003100,['hsa00100']
ENSP00000396620,['hsa04612']
ENSP00000282841,['hsa00900']
ENSP00000277010,unknown
ENSP00000370748,['hsa00900']
ENSP00000261507,['hsa00100']
ENSP00000227524,"['hsa03040', 'hsa04120']"
ENSP00000279263,['hsa00100']
ENSP00000339883,unknown
ENSP00000357787,['hsa00860']
ENSP00000356015,"['hsa00071', 'hsa00072', 'hsa00280', 'hsa00310', 'hsa00380', 'hsa00620', 'hsa00630', 'hsa00640', 'hsa00650', 'hsa00900']"
ENSP00000329357,"['hsa04350', 'hsa04915', 'hsa04927', 'hsa04928']"
ENSP00000320604,unknown
ENSP00000297679,['hsa00120']
ENSP00000386284,['hsa00860']
ENSP00000443551,"['hsa00900', 'hsa04146']"
ENSP00000256319,unknown
ENSP00000348069,"['hsa04152', 'hsa04910']"
ENSP00000268053,"['hsa00140', 'hsa04913', 'hsa04925', 'hsa04927']"
ENSP00000220763,unknown
ENSP00000254521,"['hsa00100', 'hsa00140', 'hsa04913']"
ENSP00000349078,['hsa00900']
ENSP00000357452,"['hsa00900', 'hsa04146']"
ENSP00000308430,unknown
ENSP00000264027,['hsa00100']
ENSP00000360316,['hsa00100']
ENSP00000322706,"['hsa00072', 'hsa00280', 'hsa00650', 'hsa00900', 'hsa03320']"
ENSP00000260970,unknown
ENSP00000360372,"['hsa00590', 'hsa00591', 'hsa00982']"
ENSP00000301012,['hsa00900']
ENSP00000358414,"['hsa00072', 'hsa00280', 'hsa00650', 'hsa00900', 'hsa03320']"
ENSP00000417052,['hsa00100']
ENSP00000229633,unknown
ENSP00000347717,['hsa00100']
ENSP00000240055,['hsa04612']
ENSP00000380837,['hsa00100']
ENSP00000419970,unknown
ENSP00000480828,['hsa00100']
ENSP00000344741,unknown
ENSP00000341625,unknown
ENSP00000345702,['hsa04612']
ENSP00000429301,unknown
